RecordId,Timestamp,socket0-package-power
926,11:22:7:041,   62.64
927,11:22:7:141,   63.56
928,11:22:7:241,   63.27
929,11:22:7:341,   63.31
930,11:22:7:441,   63.46
931,11:22:7:541,   62.87
932,11:22:7:641,   63.44
933,11:22:7:741,   63.28
934,11:22:7:841,   63.33
935,11:22:7:941,   63.31
936,11:22:8:041,   62.68
937,11:22:8:141,   63.73
938,11:22:8:241,   63.28
939,11:22:8:341,   63.33
940,11:22:8:441,   63.34
941,11:22:8:541,   62.76
942,11:22:8:641,   63.49
943,11:22:8:741,   63.36
944,11:22:8:841,   63.28
945,11:22:8:941,   63.30
946,11:22:9:041,   62.69
947,11:22:9:141,   63.47
948,11:22:9:241,   63.29
949,11:22:9:341,   63.34
950,11:22:9:441,   63.27
951,11:22:9:541,   63.32
952,11:22:9:641,   62.76
953,11:22:9:741,   63.40
954,11:22:9:841,   63.32
955,11:22:9:941,   63.33
956,11:22:10:041,   63.30
957,11:22:10:141,   62.92
958,11:22:10:241,   63.33
959,11:22:10:341,   63.30
960,11:22:10:441,   63.34
961,11:22:10:541,   63.27
962,11:22:10:641,   62.88
963,11:22:10:741,   63.31
964,11:22:10:841,   63.23
965,11:22:10:941,   63.29
966,11:22:11:041,   63.24
967,11:22:11:141,   62.85
968,11:22:11:241,   63.57
969,11:22:11:341,   63.31
970,11:22:11:441,   63.23
971,11:22:11:541,   63.32
972,11:22:11:641,   63.65
973,11:22:11:741,   62.62
974,11:22:11:841,   63.36
975,11:22:11:941,   63.33
976,11:22:12:041,   63.28
977,11:22:12:141,   63.42
978,11:22:12:241,   62.67
979,11:22:12:341,   63.26
980,11:22:12:441,   63.38
981,11:22:12:541,   63.49
982,11:22:12:641,   63.42
983,11:22:12:741,   62.65
984,11:22:12:841,   63.26
985,11:22:12:941,   63.26
986,11:22:13:041,   63.31
987,11:22:13:141,   63.39
988,11:22:13:241,   62.62
989,11:22:13:341,   63.23
990,11:22:13:441,   63.29
991,11:22:13:541,   63.43
992,11:22:13:641,   63.42
993,11:22:13:741,   62.72
994,11:22:13:841,   63.29
995,11:22:13:941,   63.24
996,11:22:14:041,   63.29
997,11:22:14:141,   63.49
998,11:22:14:241,   63.24
999,11:22:14:341,   62.99
1000,11:22:14:441,   63.29
1001,11:22:14:541,   60.69
1002,11:22:14:641,   37.35
1003,11:22:14:741,   40.68
1004,11:22:14:841,   39.94
1005,11:22:14:941,   36.82
1006,11:22:15:041,   36.20
1007,11:22:15:141,   36.05
1008,11:22:15:241,   36.21
1009,11:22:15:341,   35.46
1010,11:22:15:441,   35.86
1011,11:22:15:541,   35.84
1012,11:22:15:641,   35.95
1013,11:22:15:741,   35.86
1014,11:22:15:841,   35.43
1015,11:22:15:941,   35.82
1016,11:22:16:041,   35.73
1017,11:22:16:141,   35.97
1018,11:22:16:241,   35.74
1019,11:22:16:341,   35.46
1020,11:22:16:441,   35.79
1021,11:22:16:541,   35.81
1022,11:22:16:641,   35.92
1023,11:22:16:741,   35.79
1024,11:22:16:841,   35.76
1025,11:22:16:941,   35.46
1026,11:22:17:041,   35.76
1027,11:22:17:141,   35.96
1028,11:22:17:241,   35.75
1029,11:22:17:341,   36.17
1030,11:22:17:441,   35.91
1031,11:22:17:541,   37.59
1032,11:22:17:641,   35.93
1033,11:22:17:741,   35.80
1034,11:22:17:841,   35.80
1035,11:22:17:941,   35.42
1036,11:22:18:041,   35.76
1037,11:22:18:141,   36.01
1038,11:22:18:241,   35.76
1039,11:22:18:341,   35.89
1040,11:22:18:441,   35.37
1041,11:22:18:541,   36.47
1042,11:22:18:641,   35.96
1043,11:22:18:741,   35.83
1044,11:22:18:841,   35.77
1045,11:22:18:941,   35.79
1046,11:22:19:041,   35.39
1047,11:22:19:141,   36.02
1048,11:22:19:241,   35.76
1049,11:22:19:341,   35.78
1050,11:22:19:441,   35.80
1051,11:22:19:541,   35.63
1052,11:22:19:641,   39.23
1053,11:22:19:741,   39.73
1054,11:22:19:841,   42.82
1055,11:22:19:941,   43.51
1056,11:22:20:041,   40.49
1057,11:22:20:141,   42.99
1058,11:22:20:241,   41.19
1059,11:22:20:341,   41.43
